1234567,10006,3,3,3,3
1234567,10019,3,3,3,3
1234567,10024,1,1,1,1
1234567,10025,4,3,3,3
1234567,10034,2,2,2,2
1234567,10048,3,2,3,2
1234567,1007,4,3,4,3
1234567,10076,2,2,2,2
1234567,10077,2,3,2,3
1234567,10080,2,3,3,3
3,10080,4,4,4,4
1234567,10082,2,2,2,2
1234567,10089,4,3,4,3
1234567,10100,1,1,1,1
1234567,10104,4,4,4,4
1234567,10127,3,2,3,3
1234567,10188,3,3,3,3
1234567,10194,4,3,4,3
1234567,10195,4,4,4,4
1234567,10219,3,2,2,2
1234567,10237,4,3,4,3
1234567,10248,3,2,3,2
1234567,10255,2,3,2,3
1234567,10284,5,5,5,5
1234567,10319,3,3,3,3
1234567,10321,2,3,2,3
1234567,10350,4,4,4,4
1234567,10354,2,3,2,3
1234567,10368,4,3,4,3
1234567,10391,4,3,4,3
1234567,10404,2,2,2,2
1234567,10415,2,2,2,2
1234567,10429,2,2,2,2
1234567,1046,2,3,2,3
1234567,10462,5,4,5,4
1234567,1048,4,3,4,3
1234567,10522,1,1,1,1
1234567,1054,2,1,2,1
1234567,10540,3,2,3,2
1234567,10555,4,3,4,3
1234567,10561,5,5,5,5
1234567,10572,2,1,1,1
1234567,10576,3,3,3,3
1234567,10578,3,3,3,3
1234567,10589,3,3,3,3
1234567,10595,3,2,3,2
1234567,1061,1,2,1,2
1234567,10659,5,4,5,4
1234567,10663,3,2,3,2
1234567,10670,4,3,3,3
1234567,10676,5,4,5,4
1234567,10692,2,3,2,3
1234567,10734,2,2,1,2
1234567,10743,3,3,3,3
1234567,10750,2,3,2,3
1234567,10757,2,3,2,3
1234567,1076,2,2,2,2
1234567,10762,3,3,3,3
1234567,10774,4,4,4,4
3,10774,4,3,4,3
1234567,10777,2,2,2,2
1234567,1078,4,3,4,3
1234567,10780,4,3,4,3
1234567,10781,2,2,2,2
1234567,10792,3,3,3,3
1234567,10800,3,3,3,3
1234567,10810,3,3,3,3
1234567,10826,3,2,2,2
1234567,10835,2,3,2,3
1234567,10836,2,2,2,2
1234567,10843,3,2,3,2
1234567,10845,3,3,3,3
1234567,10846,2,2,1,2
1234567,10851,2,3,2,3
1234567,10870,4,3,4,3
1234567,10889,2,2,2,2
1234567,10900,1,1,1,1
1234567,10903,3,4,3,4
2,10903,2,3,2,3
1234567,1091,3,2,3,2
1234567,10926,2,2,2,2
1234567,10939,2,2,2,2
1234567,10943,3,3,3,3
1234567,10947,3,4,3,4
1234567,10959,2,3,2,3
1234567,10978,2,1,2,1
1234567,10992,4,3,4,3
1234567,1100,4,3,4,3
1234567,11003,4,3,3,3
1234567,11007,4,4,3,4
1234567,11009,3,2,3,2
1234567,11011,2,1,2,1
1234567,11021,1,1,1,1
1234567,11027,3,3,3,3
1234567,11034,1,1,1,1
1234567,1104,2,3,2,3
1234567,11041,3,3,3,3
1234567,11048,3,3,3,3
1234567,11054,2,2,2,2
1234567,11056,5,5,5,5
1234567,11080,2,2,2,1
1234567,11086,2,2,2,2
1234567,11088,3,3,3,3
1234567,11098,4,3,4,3
1234567,111,4,4,4,4
1234567,11107,5,4,4,4
1234567,11124,3,4,3,4
1234567,11133,4,3,3,3
1234567,11159,2,2,2,2
1234567,11177,3,3,3,3
1234567,11182,3,3,3,3
1234567,11197,5,4,5,4
1234567,11213,3,3,2,3
1234567,1122,3,2,3,2
1234567,1123,1,2,1,2
1234567,11232,3,2,3,2
1234567,11235,3,3,3,3
1234567,11236,3,4,3,4
1234567,11237,2,3,2,3
1234567,11238,3,3,3,3
1234567,11240,4,3,4,3
1234567,11245,1,1,1,1
1234567,11253,3,2,3,2
1234567,11261,5,4,5,4
1234567,11284,4,4,4,4
1234567,11288,4,3,4,3
1234567,11292,3,4,3,4
1234567,11294,2,2,2,2
1234567,11295,2,2,2,2
1234567,11307,3,3,3,3
1234567,11312,5,4,5,4
1234567,11316,4,3,3,3
1234567,11317,2,2,2,2
1234567,11319,2,1,2,1
1234567,11330,3,3,3,3
1234567,11339,2,1,2,1
1234567,1134,4,4,4,4
1234567,11344,3,1,3,1
3,11344,5,3,5,3
1234567,11347,2,2,2,2
1234567,11348,4,3,4,3
1234567,11352,1,2,1,2
1234567,11376,2,2,2,2
1234567,11380,4,3,4,3
1234567,11391,4,4,4,4
1234567,11395,2,1,2,1
1234567,11408,3,3,3,3
1234567,11412,2,2,1,2
1234567,11418,2,2,2,2
1234567,11436,2,1,2,1
1234567,11442,2,2,1,2
1234567,1146,5,4,5,4
1234567,11463,2,2,2,2
1234567,11493,4,3,4,3
1234567,11496,3,2,2,2
1234567,11505,3,3,3,3
1234567,11510,2,1,1,1
1234567,11511,2,2,2,2
1234567,11536,2,1,2,1
1234567,11563,2,3,2,3
1234567,11567,2,2,2,2
1234567,11613,4,4,4,4
1234567,11616,4,3,3,3
1234567,11631,2,1,2,1
1234567,11637,2,3,2,3
